"localizacao","bairro","valor_venda","valor_condominio","valor_iptu","area_util","quartos","banheiros","vagas_na_garagem","academia","area_de_servico","churrasqueira","piscina","condominio_fechado","elevador","permitido_animais","salao_de_festas","portaria","seguranca_24h","mobiliado","armarios_na_cozinha","varanda","ar_condicionado","armarios_no_quarto","portao_eletronico","area_murada","quarto_de_servico"
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",250000,0,0,72,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",250000,100,500,64,3,4,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"Maraponga, Fortaleza, CE, 60711000, Maraponga","Maraponga",250000,220,0,48,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",250000,300,1,65,2,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",250000,333,0,65,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",250000,375,1000,65,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",250000,400,0,72,3,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Monte Líbano, Mondubim, Fortaleza, CE, 60762376","Mondubim",250000,424,NA,66,3,2,2,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",250000,430,0,63,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Maria Josefina Pessoa, Jardim Cearense, Fortaleza, CE, 60712055","Jardim Cearense",250000,500,0,80,3,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",250000,500,NA,64,3,3,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710683","Maraponga",250000,70,0,94,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",252990,0,0,40,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Rua Carlos Juaçaba - de 501/502 ao fim, Maraponga, Fortaleza, CE, 60710715","Maraponga",255000,220,0,44,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",255000,0,0,62,3,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",255000,1,1,38,2,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",255000,400,0,65,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Cristiano Otoni, Mondubim, Fortaleza, CE, 60761420","Mondubim",257990,0,0,40,2,1,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",259000,0,0,64,3,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Francisco Glicério - até 1468/1469Maraponga, Fortaleza, CE, 60711055, Rua Francisco Glicério - até 1468/1469Maraponga","Maraponga",259900,430,0,63,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Paurilo Barroso - até 731/732Jardim Cearense, Fortaleza, CE, 60712122, Rua Paurilo Barroso - até 731/732Jardim Cearense","Jardim Cearense",259900,453,0,70,3,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",260000,250,1,60,3,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Holanda, Maraponga, Fortaleza, CE, 60711005","Maraponga",260000,220,0,44,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",260000,250,13,58,2,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",260000,250,1,58,3,2,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",260000,280,16,58,3,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",260000,331,NA,80,3,2,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",260000,333,0,65,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",260000,350,1,58,3,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Paurilo Barroso - até 731/732Jardim Cearense, Fortaleza, CE, 60712122, Rua Paurilo Barroso - até 731/732Jardim Cearense","Jardim Cearense",260000,400,0,65,3,2,2,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"Rua Paurilo Barroso - até 731/732Jardim Cearense, Fortaleza, CE, 60712122, Rua Paurilo Barroso - até 731/732Jardim Cearense","Jardim Cearense",260000,480,0,68,3,2,2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Rua Maria Josefina Pessoa, Jardim Cearense, Fortaleza, CE, 60712055","Jardim Cearense",260000,500,0,80,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Bélgica, Maraponga, Fortaleza, CE, 60710790","Maraponga",260000,500,0,65,3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",260000,500,50,80,3,NA,2,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",265000,330,0,68,3,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",265000,550,90,65,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710684","Maraponga",268000,350,0,104,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",269900,260,150,58,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",270000,400,0,68,3,2,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",270000,250,200,58,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",270000,250,300,58,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",270000,331,0,65,3,2,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",270000,340,40,60,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",270000,500,80,64,3,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Paurilo Barroso - de 733/734 ao fim, Mondubim, Fortaleza, CE, 60711485","Mondubim",270000,513,414,62,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710903","Maraponga",275000,500,432,74,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",280000,333,0,64,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",280000,333,NA,67,3,2,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",280000,388,0,56,2,2,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",280000,500,0,64,3,3,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",280000,550,90,64,3,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",280000,550,90,64,3,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Rua Emílio SáJardim Cearense, Fortaleza, CE, 60712045, Rua Emílio SáJardim Cearense","Jardim Cearense",280000,550,990,64,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rua Castro Meireles, Mondubim, Fortaleza, CE, 60711475","Mondubim",295000,350,0,98,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Paurilo Barroso - até 731/732Jardim Cearense, Fortaleza, CE, 60712122, Rua Paurilo Barroso - até 731/732Jardim Cearense","Jardim Cearense",299000,0,0,60,3,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",3300000,0,0,49,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Via Coletora A (Lot São Mateus I)Mondubim, Fortaleza, CE, 60768010, Via Coletora A (Lot São Mateus I)Mondubim","Mondubim",30000,200,300,44,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"Avenida Godofredo Maciel - de 1283 a 2343 - lado ímpar, Maraponga, Fortaleza, CE, 60710683","Maraponga",3e+05,0,0,95,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Dom Oscar Romero, Mondubim, Fortaleza, CE, 60762010","Mondubim",3e+05,0,0,49,2,2,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",3e+05,320,0,50,2,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",3e+05,320,70,50,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",3e+05,415,NA,54,2,2,2,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
"Rua Coronel Manuel Albano, Mondubim, Fortaleza, CE, 60711465","Mondubim",3e+05,470,15,65,3,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Francisco Glicério - até 1468/1469Maraponga, Fortaleza, CE, 60711055, Rua Francisco Glicério - até 1468/1469Maraponga","Maraponga",3e+05,5400,0,73,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",305000,380,800,55,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",305000,381,0,55,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Via Coletora A (Lot São Mateus I)Mondubim, Fortaleza, CE, 60768010, Via Coletora A (Lot São Mateus I)Mondubim","Mondubim",31000,200,150,44,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Mondubim, Fortaleza, CE, 60768010, Mondubim","Mondubim",31000,200,300,44,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"Via Coletora A (Lot São Mateus I)Mondubim, Fortaleza, CE, 60768010, Via Coletora A (Lot São Mateus I)Mondubim","Mondubim",31000,200,300,44,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",310000,0,0,54,2,2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
"Avenida Godofredo Maciel - de 1282 a 3540 - lado par, Maraponga, Fortaleza, CE, 60710684","Maraponga",310000,0,0,45,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rua Bélgica, Maraponga, Fortaleza, CE, 60710790","Maraponga",310000,350,0,49,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Júlio Alcides, Maraponga, Fortaleza, CE, 60710680","Maraponga",310910,NA,NA,60,3,2,2,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Via Coletora A (Lot São Mateus I)Mondubim, Fortaleza, CE, 60768010, Via Coletora A (Lot São Mateus I)Mondubim","Mondubim",32000,200,250,44,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Rua Sebastião de Abreu, Maraponga, Fortaleza, CE, 60710830","Maraponga",320000,331,0,65,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",320000,470,0,54,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",320000,574,0,63,3,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",325000,0,0,52,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",325000,460,0,68,3,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",325000,460,NA,68,3,2,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",328999,320,0,50,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"Avenida Godofredo Maciel - de 3542 ao fim  - lado par, Mondubim, Fortaleza, CE, 60711502","Mondubim",329000,350,0,49,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",329000,0,0,50,2,2,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"Rua Moreira da Rocha, Mondubim, Fortaleza, CE, 60762370","Mondubim",329000,250,300,50,2,2,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Moreira da Rocha, Mondubim, Fortaleza, CE, 60762370","Mondubim",329000,300,100,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mondubim, Fortaleza, CE, 60762370, NA","Mondubim",329000,350,150,50,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",329000,400,0,72,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",329000,460,0,68,3,3,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",329000,460,0,68,3,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",329000,NA,NA,52,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",330000,320,0,50,2,2,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",340000,460,580,68,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",345000,460,NA,68,3,2,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",345000,428,50,68,3,2,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",345000,460,0,68,3,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",345000,0,0,68,3,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",345000,355,457,54,2,1,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",345000,460,0,68,3,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",345050,460,NA,68,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rua Joaquim Jerônimo, Mondubim, Fortaleza, CE, 60711520","Mondubim",347000,300,0,63,3,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",350000,348,0,55,3,1,2,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"Rua Francisco Glicério - até 1468/1469Maraponga, Fortaleza, CE, 60711055, Rua Francisco Glicério - até 1468/1469Maraponga","Maraponga",350000,0,0,90,3,2,2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",350000,393,756,66,3,2,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",350000,400,0,56,3,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",350000,400,85,56,3,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",353663,0,0,73,3,1,NA,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",355000,460,0,68,3,3,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",360000,399,1,63,3,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",360000,0,0,73,3,2,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Benjamim Brasil - até 1081 - lado ímpar, Jardim Cearense, Fortaleza, CE, 60712003","Jardim Cearense",360736,0,0,72,3,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",360737,0,0,73,3,2,2,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",360737,0,0,73,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",365000,1,1,72,3,2,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",370000,0,0,72,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",370000,307,561,55,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",370000,320,850,66,3,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",370000,350,0,66,3,2,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",371347,0,0,73,3,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",375000,0,0,66,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",375000,393,756,66,3,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",375000,400,100,67,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",375000,440,0,66,3,2,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",375000,443,0,66,3,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
"Rua Clemente e Silva, Mondubim, Fortaleza, CE, 60711445","Mondubim",375000,443,0,66,3,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",375000,443,600,66,3,2,NA,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",375000,443,NA,66,3,2,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",378147,0,0,72,3,2,2,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",380000,0,0,66,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",385000,399,NA,64,3,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",385000,399,900,68,3,1,2,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
"Rua Florêncio Coelho Holanda, Maraponga, Fortaleza, CE, 60711220","Maraponga",385000,478,1099,71,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Paulo de Mello Machado, Jardim Cearense, Fortaleza, CE, 60712130","Jardim Cearense",390000,0,100,90,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",390000,1,1,73,3,3,2,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",399000,430,70,63,3,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Doutor Rodrigo Codes Sandoval, Mondubim, Fortaleza, CE, 60711455","Mondubim",399990,410,0,66,3,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"Rua Benjamim Brasil - até 1081 - lado ímpar, Jardim Cearense, Fortaleza, CE, 60712003","Jardim Cearense",4e+05,NA,NA,72,3,NA,2,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Rua Rúbens Monte, Jardim Cearense, Fortaleza, CE, 60712025","Jardim Cearense",4e+05,NA,NA,726,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rua Mirtil Meyer, Mondubim, Fortaleza, CE, 60762080","Mondubim",410000,1,1,68,3,2,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
